Node_ID,Node_Name,Arbol_1,Arbol_2,Arbol_3,Arbol_4,Arbol_5,Arbol_6,Arbol_7,Arbol_8,ShortName_General,ShortName_Specific,NEWID
52700,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Reality Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Reality Television,,,,Television,Reality Television,52700
52699,Lotame Category Hierarchy^Entertainment^Television^Television Genres^News Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,News Television,,,,Television,News Television,52699
52698,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Music Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Music Television,,,,Television,Music Television,52698
52697,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Military Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Military Television,,,,Television,Military Television,52697
52696,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Medical Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Medical Television,,,,Television,Medical Television,52696
52695,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Horror Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Horror Television,,,,Television,Horror Television,52695
52694,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Home & Garden Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Home & Garden Television,,,,Television,Home & Garden Television,52694
52693,Lotame Category Hierarchy^Entertainment^Television^Television Genres^History Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,History Television,,,,Television,History Television,52693
52692,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Fantasy Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Fantasy Television,,,,Television,Fantasy Television,52692
52691,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Family TV Programming,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Family TV Programming,,,,Programming,Family TV Programming,52691
52690,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Drama Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Drama Television,,,,Television,Drama Television,52690
52689,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Documentary Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Documentary Television,,,,Television,Documentary Television,52689
52688,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Crime & Mystery Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Crime & Mystery Television,,,,Television,Crime & Mystery Television,52688
52687,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Courtroom & Legal Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Courtroom & Legal Television,,,,Television,Courtroom & Legal Television,52687
52686,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Cooking Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Cooking Television,,,,Television,Cooking Television,52686
52685,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Comedy Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Comedy Television,,,,Television,Comedy Television,52685
52684,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Classic Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Classic Television,,,,Television,Classic Television,52684
52683,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Animation Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Animation Television,,,,Television,Animation Television,52683
52682,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Adventure Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Adventure Television,,,,Television,Adventure Television,52682
52681,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Action Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Action Television,,,,Television,Action Television,52681
52678,Lotame Category Hierarchy^Entertainment^Television,Lotame Category Hierarchy,Entertainment,Television,,,,,,Television,Television,52678
52564,Lotame Category Hierarchy^Entertainment^Music^Musical Instruments,Lotame Category Hierarchy,Entertainment,Music,Musical Instruments,,,,,Music,Musical Instruments,52564
52563,Lotame Category Hierarchy^Entertainment^Music^Music Reviews,Lotame Category Hierarchy,Entertainment,Music,Music Reviews,,,,,Music,Music Reviews,52563
52562,Lotame Category Hierarchy^Entertainment^Music^Music Genres^World Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,World Music,,,,Music,World Music,52562
52561,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Techno Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Techno Music,,,,Music,Techno Music,52561
52560,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Sountracks Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Sountracks Music,,,,Music,Sountracks Music,52560
52559,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Soul Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Soul Music,,,,Music,Soul Music,52559
52558,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Ska Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Ska Music,,,,Music,Ska Music,52558
52557,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Rock Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Rock Music,,,,Music,Rock Music,52557
52556,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Rhythm & Blues Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Rhythm & Blues Music,,,,Music,Rhythm & Blues Music,52556
52555,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Reggae Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Reggae Music,,,,Music,Reggae Music,52555
52554,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Punk Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Punk Music,,,,Music,Punk Music,52554
52553,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Pop Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Pop Music,,,,Music,Pop Music,52553
52552,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Oldies Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Oldies Music,,,,Music,Oldies Music,52552
52551,Lotame Category Hierarchy^Entertainment^Music^Music Genres^New Age Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,New Age Music,,,,Music,New Age Music,52551
52550,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Nature Sounds Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Nature Sounds Music,,,,Music,Nature Sounds Music,52550
52549,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Metal Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Metal Music,,,,Music,Metal Music,52549
52548,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Lite Sounds Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Lite Sounds Music,,,,Music,Lite Sounds Music,52548
52547,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Latin Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Latin Music,,,,Music,Latin Music,52547
52546,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Jazz Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Jazz Music,,,,Music,Jazz Music,52546
52545,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Indie Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Indie Music,,,,Music,Indie Music,52545
52544,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Holiday Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Holiday Music,,,,Music,Holiday Music,52544
52543,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Hip[^]Hop & Rap Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Hip-Hop & Rap Music,,,,Music,Hip-Hop & Rap Music,52543
52542,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Goth & Industrial Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Goth & Industrial Music,,,,Music,Goth & Industrial Music,52542
52541,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Gospel Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Gospel Music,,,,Music,Gospel Music,52541
52540,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Folk Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Folk Music,,,,Music,Folk Music,52540
52539,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Family Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Family Music,,,,Music,Family Music,52539
52538,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Emo Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Emo Music,,,,Music,Emo Music,52538
52537,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Electronic Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Electronic Music,,,,Music,Electronic Music,52537
52536,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Eclectic Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Eclectic Music,,,,Music,Eclectic Music,52536
52535,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Easy Listening Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Easy Listening Music,,,,Music,Easy Listening Music,52535
52534,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Dance Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Dance Music,,,,Music,Dance Music,52534
52533,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Country Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Country Music,,,,Music,Country Music,52533
52532,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Classical Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Classical Music,,,,Music,Classical Music,52532
52531,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Classic Rock Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Classic Rock Music,,,,Music,Classic Rock Music,52531
52530,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Christian Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Christian Music,,,,Music,Christian Music,52530
52529,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Blues Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Blues Music,,,,Music,Blues Music,52529
52528,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Blue Grass,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Blue Grass,,,,Music,Blue Grass,52528
52527,Lotame Category Hierarchy^Entertainment^Music^Music Genres^Alternative Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,Alternative Music,,,,Music,Alternative Music,52527
52526,Lotame Category Hierarchy^Entertainment^Music^Music Genres^80's Music,Lotame Category Hierarchy,Entertainment,Music,Music Genres,80's Music,,,,Music,80's Music,52526
52524,Lotame Category Hierarchy^Entertainment^Music^Music Festivals,Lotame Category Hierarchy,Entertainment,Music,Music Festivals,,,,,Music,Music Festivals,52524
52522,Lotame Category Hierarchy^Entertainment^Movies^Movie Reviews,Lotame Category Hierarchy,Entertainment,Movies,Movie Reviews,,,,,Movies,Movie Reviews,52522
52521,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors^Warner Bros. Entertainment Inc.,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,Warner Bros. Entertainment Inc.,,,,Movies,Movie Producers and Distributors,52521
52520,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors^Walt Disney Studios Motion Pictures,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,Walt Disney Studios Motion Pictures,,,,Movies,Movie Producers and Distributors,52520
52519,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors^Universal Studios,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,Universal Studios,,,,Movies,Movie Producers and Distributors,52519
52518,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors^Twentieth Century Fox Film Corporation,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,Twentieth Century Fox Film Corporation,,,,Movies,Movie Producers and Distributors,52518
52517,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors^Sony Pictures Entertainment Inc.,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,Sony Pictures Entertainment Inc.,,,,Movies,Movie Producers and Distributors,52517
52516,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors^Paramount Pictures Corporation,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,Paramount Pictures Corporation,,,,Movies,Movie Producers and Distributors,52516
52515,Lotame Category Hierarchy^Entertainment^Movies^Movie Producers and Distributors,Lotame Category Hierarchy,Entertainment,Movies,Movie Producers and Distributors,,,,,Movies,Movie Producers and Distributors,52515
52514,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Westerns (Movies),Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Westerns (Movies),,,,Movies,Westerns (Movies),52514
52513,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^War Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,War Movies,,,,Movies,War Movies,52513
52512,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Thriller Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Thriller Movies,,,,Movies,Thriller Movies,52512
52511,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Sports,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Sports,,,,Movies,Sports,52511
52510,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Special Interest Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Special Interest Movies,,,,Movies,Special Interest Movies,52510
52509,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Science Fiction & Fantasy Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Science Fiction & Fantasy Movies,,,,Movies,Science Fiction & Fantasy Movies,52509
52508,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Romantic Comedies Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Romantic Comedies Movies,,,,Movies,Romantic Comedies Movies,52508
52507,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Romance Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Romance Movies,,,,Movies,Romance Movies,52507
52506,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Mystery & Suspense Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Mystery & Suspense Movies,,,,Movies,Mystery & Suspense Movies,52506
52505,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Music & Musicals Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Music & Musicals Movies,,,,Movies,Music & Musicals Movies,52505
52504,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Horror Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Horror Movies,,,,Movies,Horror Movies,52504
52503,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^History Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,History Movies,,,,Movies,History Movies,52503
52502,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Family Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Family Movies,,,,Movies,Family Movies,52502
52501,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Faith & Spirituality Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Faith & Spirituality Movies,,,,Movies,Faith & Spirituality Movies,52501
52500,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Drama Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Drama Movies,,,,Movies,Drama Movies,52500
52499,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Documentary Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Documentary Movies,,,,Movies,Documentary Movies,52499
52498,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Crime Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Crime Movies,,,,Movies,Crime Movies,52498
52497,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Comedy Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Comedy Movies,,,,Movies,Comedy Movies,52497
52496,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Classic Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Classic Movies,,,,Movies,Classic Movies,52496
52495,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Biography Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Biography Movies,,,,Movies,Biography Movies,52495
52494,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Animation Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Animation Movies,,,,Movies,Animation Movies,52494
52493,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Action & Adventure Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Action & Adventure Movies,,,,Movies,Action & Adventure Movies,52493
52492,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,,,,,Movies,Movie Genres,52492
52235,Lotame Category Hierarchy^Fashion & Beauty^Fashion,Lotame Category Hierarchy,Fashion & Beauty,Fashion,,,,,,Fashion & Beauty,Fashion,52235
52234,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Tops (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Tops (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52233,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Swimwear (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Swimwear (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52232,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Outerwear (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Outerwear (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52231,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Dresses (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Dresses (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52230,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Bottoms (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Bottoms (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52229,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Accessories (Women's Clothing)^Watches (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Accessories (Women's Clothing),Watches (Women's Clothing),,,Fashion & Beauty,Clothing,52200
52228,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Accessories (Women's Clothing)^Jewlery (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Accessories (Women's Clothing),Jewlery (Women's Clothing),,,Fashion & Beauty,Clothing,52200
52227,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Accessories (Women's Clothing)^Hats (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Accessories (Women's Clothing),Hats (Women's Clothing),,,Fashion & Beauty,Clothing,52200
52226,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Accessories (Women's Clothing)^Bags (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Accessories (Women's Clothing),Bags (Women's Clothing),,,Fashion & Beauty,Clothing,52200
52225,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Accessories (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Accessories (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52224,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing,Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,,,,,Fashion & Beauty,Clothing,52200
52223,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Tops (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Tops (Men's Clothing),,,,Fashion & Beauty,Clothing,52200
52222,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Swimwear (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Swimwear (Men's Clothing),,,,Fashion & Beauty,Clothing,52200
52221,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Outerwear (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Outerwear (Men's Clothing),,,,Fashion & Beauty,Clothing,52200
52220,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Footwear (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Footwear (Women's Clothing),,,,Fashion & Beauty,Clothing,52200
52219,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Bottoms (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Bottoms (Men's Clothing),,,,Fashion & Beauty,Clothing,52200
52218,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Accessories (Men's Clothing)^Watches (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Accessories (Men's Clothing),Watches (Men's Clothing),,,Fashion & Beauty,Clothing,52200
52217,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Accessories (Men's Clothing)^Jewlery (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Accessories (Men's Clothing),Jewlery (Men's Clothing),,,Fashion & Beauty,Clothing,52200
52216,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Accessories (Men's Clothing)^Hats (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Accessories (Men's Clothing),Hats (Men's Clothing),,,Fashion & Beauty,Clothing,52200
52215,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Accessories (Men's Clothing)^Bags (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Accessories (Men's Clothing),Bags (Men's Clothing),,,Fashion & Beauty,Clothing,52200
52214,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Accessories (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Accessories (Men's Clothing),,,,Fashion & Beauty,Clothing,52200
52213,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing,Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,,,,,Fashion & Beauty,Clothing,52200
52212,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Tops (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Tops (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52211,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Swimwear (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Swimwear (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52210,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Outerwear (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Outerwear (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52209,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Footwear (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Footwear (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52208,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Dresses (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Dresses (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52207,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Bottoms (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Bottoms (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52206,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Accessories (Children's Clothing)^Watches (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Accessories (Children's Clothing),Watches (Children's Clothing),,,Fashion & Beauty,Clothing,52200
52205,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Accessories (Children's Clothing)^Jewlery (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Accessories (Children's Clothing),Jewlery (Children's Clothing),,,Fashion & Beauty,Clothing,52200
52204,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Accessories (Children's Clothing)^Hats (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Accessories (Children's Clothing),Hats (Children's Clothing),,,Fashion & Beauty,Clothing,52200
52203,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Accessories (Children's Clothing)^Bags (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Accessories (Children's Clothing),Bags (Children's Clothing),,,Fashion & Beauty,Clothing,52200
52202,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Accessories (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Accessories (Children's Clothing),,,,Fashion & Beauty,Clothing,52200
52201,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing,Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,,,,,Fashion & Beauty,Clothing,52200
52200,Lotame Category Hierarchy^Fashion & Beauty^Clothing,Lotame Category Hierarchy,Fashion & Beauty,Clothing,,,,,,Fashion & Beauty,Clothing,52200
52199,Lotame Category Hierarchy^Fashion & Beauty^Beauty^Hair,Lotame Category Hierarchy,Fashion & Beauty,Beauty,Hair,,,,,Fashion & Beauty,Beauty,52194
52198,Lotame Category Hierarchy^Fashion & Beauty^Beauty^Cosmetics^Skincare,Lotame Category Hierarchy,Fashion & Beauty,Beauty,Cosmetics,Skincare,,,,Fashion & Beauty,Beauty,52194
52197,Lotame Category Hierarchy^Fashion & Beauty^Beauty^Cosmetics^Makeup,Lotame Category Hierarchy,Fashion & Beauty,Beauty,Cosmetics,Makeup,,,,Fashion & Beauty,Beauty,52194
52196,Lotame Category Hierarchy^Fashion & Beauty^Beauty^Cosmetics^Fragrance,Lotame Category Hierarchy,Fashion & Beauty,Beauty,Cosmetics,Fragrance,,,,Fashion & Beauty,Beauty,52194
52195,Lotame Category Hierarchy^Fashion & Beauty^Beauty^Cosmetics,Lotame Category Hierarchy,Fashion & Beauty,Beauty,Cosmetics,,,,,Fashion & Beauty,Beauty,52194
52194,Lotame Category Hierarchy^Fashion & Beauty^Beauty,Lotame Category Hierarchy,Fashion & Beauty,Beauty,,,,,,Fashion & Beauty,Beauty,52194
52193,Lotame Category Hierarchy^Fashion & Beauty,Lotame Category Hierarchy,Fashion & Beauty,,,,,,,Fashion & Beauty,Fashion & Beauty,52190
5653756,Lotame Category Hierarchy^Finance^Personal Finance^Investing^Cryptocurrency,Lotame Category Hierarchy,Finance,Personal Finance,Investing,Cryptocurrency,,,,Cryptocurrency,Finance,5653756
